x,y,y_upper,y_lower,labels
0,2.9778260869565214,2.9778260869565214,2.9778260869565214,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
1,2.842173913043479,2.842173913043479,2.842173913043479,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
2,2.460869565217391,2.460869565217391,2.460869565217391,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
3,2.294130434782609,2.294130434782609,2.294130434782609,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
4,2.0097826086956516,2.0097826086956516,2.0097826086956516,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
5,2.3132608695652173,2.3132608695652173,2.3132608695652173,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
6,2.5663043478260867,2.5663043478260867,2.5663043478260867,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
7,2.1456521739130436,2.1456521739130436,2.1456521739130436,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
8,2.4808695652173913,2.4808695652173913,2.4808695652173913,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
9,2.4271739130434784,2.4271739130434784,2.4271739130434784,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
10,2.5958695652173915,2.5958695652173915,2.5958695652173915,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
11,3.03695652173913,3.03695652173913,3.03695652173913,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
12,2.6193478260869565,2.6193478260869565,2.6193478260869565,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
13,2.662173913043478,2.662173913043478,2.662173913043478,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
14,2.5945652173913047,2.5945652173913047,2.5945652173913047,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
15,3.0223913043478263,3.0223913043478263,3.0223913043478263,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
16,2.695,2.695,2.695,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
17,2.603478260869565,2.603478260869565,2.603478260869565,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
18,3.266739130434783,3.266739130434783,3.266739130434783,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
19,4.369130434782608,4.369130434782608,4.369130434782608,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
20,4.198695652173913,4.198695652173913,4.198695652173913,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
21,5.240652173913044,5.240652173913044,5.240652173913044,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
22,4.036521739130435,4.036521739130435,4.036521739130435,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
23,3.5843478260869563,3.5843478260869563,3.5843478260869563,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
24,3.677391304347826,3.677391304347826,3.677391304347826,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
25,4.244349681105609,4.244349681105609,4.244349681105609,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
26,3.6619347217140064,3.6619347217140064,3.6619347217140064,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
27,3.5073568375582282,3.5073568375582282,3.5073568375582282,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
28,2.789691395586912,2.789691395586912,2.789691395586912,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
29,4.036096616321614,4.036096616321614,4.036096616321614,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
30,3.628305429338105,3.628305429338105,3.628305429338105,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
31,3.9155085296797587,3.9155085296797587,3.9155085296797587,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
32,3.4993001680120748,3.4993001680120748,3.4993001680120748,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
33,3.9569541682522065,3.9569541682522065,3.9569541682522065,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
34,4.4478765853759885,4.4478765853759885,4.4478765853759885,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
35,4.148076419981443,4.148076419981443,4.148076419981443,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
36,4.208105883232527,4.208105883232527,4.208105883232527,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
37,3.940941683423615,3.940941683423615,3.940941683423615,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
38,3.9918821837244742,3.9918821837244742,3.9918821837244742,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
39,2.856151082978591,2.856151082978591,2.856151082978591,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
40,3.042342834056234,3.042342834056234,3.042342834056234,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
41,3.4279787278364147,3.4279787278364147,3.4279787278364147,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
42,2.9956975949745237,2.9956975949745237,2.9956975949745237,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
43,4.094501030820434,4.094501030820434,4.094501030820434,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
44,4.806875545311183,4.806875545311183,4.806875545311183,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
45,4.828946675737394,4.828946675737394,4.828946675737394,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
46,5.620217296366949,5.620217296366949,5.620217296366949,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
47,4.433761394002949,4.433761394002949,4.433761394002949,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
48,4.584144127835923,4.584144127835923,4.584144127835923,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
49,4.5359330806111275,4.5359330806111275,4.5359330806111275,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
50,3.4424898316471686,3.4424898316471686,3.4424898316471686,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
51,3.1453927568447146,3.1453927568447146,3.1453927568447146,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
52,3.1063869231515007,3.1063869231515007,3.1063869231515007,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
53,2.599694494651315,2.599694494651315,2.599694494651315,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
54,2.5997808948045162,2.5997808948045162,2.5997808948045162,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
55,3.152664472142084,3.152664472142084,3.152664472142084,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
56,3.6576374860320975,3.6576374860320975,3.6576374860320975,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
57,3.871434785830165,3.871434785830165,3.871434785830165,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
58,3.8534892911862375,3.8534892911862375,3.8534892911862375,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
59,4.221544823551287,4.221544823551287,4.221544823551287,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
60,4.020188637026672,4.020188637026672,4.020188637026672,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
61,4.997840621917172,4.997840621917172,4.997840621917172,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
62,4.838607789466581,4.838607789466581,4.838607789466581,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
63,4.001047876909948,4.001047876909948,4.001047876909948,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
64,4.169010567876014,4.169010567876014,4.169010567876014,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
65,5.168567554094201,5.168567554094201,5.168567554094201,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
66,4.704944288307273,4.704944288307273,4.704944288307273,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
67,4.2105187107345685,4.2105187107345685,4.2105187107345685,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
68,4.610418898412278,4.610418898412278,4.610418898412278,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
69,3.7700737894477894,3.7700737894477894,3.7700737894477894,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
70,4.112734787390694,4.112734787390694,4.112734787390694,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
71,3.5997318016251456,3.5997318016251456,3.5997318016251456,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
72,3.781076305070723,3.781076305070723,3.781076305070723,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
73,3.7185927420625453,3.7185927420625453,3.7185927420625453,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
74,3.401804154438903,3.401804154438903,3.401804154438903,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
75,3.341304347826086,3.341304347826086,3.341304347826086,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
76,3.107391304347826,3.107391304347826,3.107391304347826,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
77,3.2099999999999995,3.2099999999999995,3.2099999999999995,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
78,3.2069565217391305,3.2069565217391305,3.2069565217391305,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
79,4.321739130434783,4.321739130434783,4.321739130434783,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
80,2.6663043478260873,2.6663043478260873,2.6663043478260873,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
81,2.2565217391304344,2.2565217391304344,2.2565217391304344,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
82,2.855000000000001,2.855000000000001,2.855000000000001,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
83,3.1199999999999997,3.1199999999999997,3.1199999999999997,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
84,2.911956521739131,2.911956521739131,2.911956521739131,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
85,2.920434782608696,2.920434782608696,2.920434782608696,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
86,3.0641304347826086,3.0641304347826086,3.0641304347826086,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
87,2.966521739130435,2.966521739130435,2.966521739130435,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
88,2.737391304347826,2.737391304347826,2.737391304347826,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
89,3.1556521739130434,3.1556521739130434,3.1556521739130434,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
90,3.3045652173913047,3.3045652173913047,3.3045652173913047,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
91,3.551739130434783,3.551739130434783,3.551739130434783,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
92,4.019565217391305,4.019565217391305,4.019565217391305,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
93,3.703478260869565,3.703478260869565,3.703478260869565,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
94,3.243478260869565,3.243478260869565,3.243478260869565,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
95,3.8145652173913045,3.8145652173913045,3.8145652173913045,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
96,4.435434782608696,4.435434782608696,4.435434782608696,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
97,3.948260869565216,3.948260869565216,3.948260869565216,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
98,3.5341304347826092,3.5341304347826092,3.5341304347826092,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
99,2.9769565217391305,2.9769565217391305,2.9769565217391305,ERX2277510_E-MTAB-6318DRIP_mOHT.hg38.bw
