symbol,corr,pval,type
AGAP1,0.14774774774774777,0.3883770697609925,qVal
AGAP3,-0.1785190615835777,0.3268755433058707,qVal
AGBL5,0.24529616724738681,0.12202076634499184,qVal
AGFG2,0.16811846689895474,0.29228780115527725,qVal
AGO1,0.385709596235912,0.01736030858721522,qVal
AGO2,0.33643724696356275,0.03680025357015072,qVal
AGO3,0.28898128898128894,0.07873309443330256,qVal
AGPAT2,0.017961876832844573,0.9225939454012164,qVal
AGPAT3,-0.2027126099706745,0.26468179416238546,qVal
AGPAT4,-0.35778635778635787,0.03279469222433506,qVal
AGPS,0.5116883116883116,0.0022601012378266018,qVal
AGTRAP,-0.15685483870967745,0.3978207435062953,qVal
AHCTF1,0.5551470588235294,9.660068044996686e-4,qVal
AHCY,0.01801801801801802,0.9170802715885855,qVal
AHCYL1,0.24313725490196084,0.15889255293312265,qVal
AHDC1,0.0647226173541963,0.7026357866840288,qVal
AHNAK,0.13222996515679447,0.40852107313502745,qVal
AHRR,0.3207028265851795,0.06489061819271211,qVal
AIFM2,-0.03609625668449198,0.8417450298611675,qVal
AIMP1,0.09717741935483871,0.6017131129073591,qVal
AIMP2,0.22214319582740635,0.18573618814393011,qVal
AIP,-0.19859943977591038,0.2517066006582899,qVal
AIRE,-0.3285662141465006,0.04708855425329499,qVal
AK2,0.09190283400809716,0.5766629169694768,qVal
AKAP10,0.2660427807486631,0.13433800418428535,qVal
AKAP13,-0.0620967741935484,0.7392958252663249,qVal
AKAP8,-0.20052264808362372,0.20799927422060766,qVal
AKAP8L,-0.33745644599303143,0.031490354920915016,qVal
AKIRIN1,0.3780080213903743,0.0308105815050665,qVal
AKR1A1,-0.06663748769011926,0.6900772629893308,qVal
AKT1,-0.5932486631016043,3.558871664077767e-4,qVal
AKT1S1,-0.24965156794425095,0.11537597179625095,qVal
AKT2,-0.39893048128342246,0.02012401947230952,qVal
ALDH3B1,0.10690447532552795,0.5215666191876688,qVal
ALDOA,-0.1816026552868658,0.2809143150317996,qVal
ALG3,0.17093409198672357,0.3105090095792074,qVal
ALG5,0.08870967741935484,0.6339139097397326,qVal
ALKBH4,0.06774193548387097,0.7164653662339001,qVal
ALKBH5,0.17787114845938376,0.3053786574151839,qVal
ALKBH6,-0.20527859237536658,0.2585807763570952,qVal
ALKBH7,-0.3968105065666041,0.011742971567852836,qVal
ALYREF,-0.20489060489060493,0.22972689558760673,qVal
AMBRA1,0.28971076339497387,0.08223677404363253,qVal
AMDHD2,-0.22351916376306627,0.15966454439597436,qVal
AMH,-0.12419301892986102,0.4561222573495774,qVal
AMIGO3,-0.17722799260097682,0.2739401926508161,qVal
AMMECR1L,-0.020161290322580648,0.914592586928193,qVal
AMOTL2,0.49518716577540106,0.003250150378163496,qVal
ANAPC11,-0.3460410557184751,0.05300277850025695,qVal
ANAPC2,-0.0010296010296010297,0.9958169068991247,qVal
ANAPC5,0.5633001422475107,3.576124025938312e-4,qVal
ANAPC7,0.39939839572192515,0.022022211958673273,qVal
ANKDD1A,0.03441295546558704,0.8349353514376301,qVal
ANKH,0.3082029397818872,0.06388669599039709,qVal
ANKHD1,-0.30993031358885026,0.049059686660771054,qVal
ANKHD1-EIF4EBP3,0.19668989547038332,0.21696183650040626,qVal
ANKIB1,-0.0010695187165775401,0.9958709824532573,qVal
ANKLE2,0.19606448553816974,0.24385347796042345,qVal
ANKMY1,-0.10862290862290863,0.5268909259320957,qVal
ANKRD10,-0.4176470588235295,0.013156728619603883,qVal
ANKRD11,0.0637630662020906,0.691170048048286,qVal
ANKRD12,0.3235294117647059,0.0667424543119598,qVal
ANKRD13D,-0.23339587242026263,0.14689797910673524,qVal
ANKRD16,0.1346774193548387,0.4684886503951717,qVal
ANKRD17,0.49174484052532824,0.0014497352439224467,qVal
ANKRD23,0.23997326203208555,0.17800789687790064,qVal
ANKRD28,0.3181818181818182,0.07635031495836424,qVal
ANKRD39,-0.09494134897360705,0.6039569624409703,qVal
ANKRD50,0.17983193277310927,0.3000093492960945,qVal
ANKRD52,-0.09198672356567093,0.5869180960923012,qVal
ANKRD54,0.18585043988269795,0.30713593519756877,qVal
ANKS3,0.13338439654229126,0.42324344562136107,qVal
ANKUB1,-0.0561049730648426,0.7643461624946304,qVal
ANLN,0.5361344537815127,0.0010704318721956175,qVal
ANO10,0.2159090909090909,0.22659453896132106,qVal
ANO6,0.05013368983957219,0.7812188010008823,qVal
ANO7,-0.35685483870967744,0.049452175816340226,qVal
ANO8,0.11119013750592698,0.5109529989689422,qVal
ANP32A,-0.030630630630630633,0.8590880607540629,qVal
ANP32B,-0.1631104788999526,0.3334318005818214,qVal
ANXA11,-0.0305668016194332,0.853221406781952,qVal
ANXA2,0.3759109311740891,0.018927774153381604,qVal
ANXA6,0.06290322580645162,0.7360202421942652,qVal
AOC2,-0.12316715542521993,0.5003104994413629,qVal
AP1B1,0.23330786860198624,0.18358584974805564,qVal
AP1G1,-0.2840909090909091,0.10915450126926075,qVal
AP1G2,-0.2360323886639676,0.14768284296649828,qVal
AP1M1,-0.37863577863577874,0.023425382983045064,qVal
AP1S1,0.12406692406692409,0.46948485808823975,qVal
AP2A1,-0.28348968105065664,0.0765423456163168,qVal
AP2B1,0.19618983957219252,0.27266619208267556,qVal
AP2S1,0.05888501742160279,0.7137731991126437,qVal
AP3B1,0.1517379679144385,0.3977171305953924,qVal
AP3D1,-0.2200094831673779,0.19008044428737525,qVal
AP3S2,0.18288770053475936,0.2992597023535193,qVal
AP4M1,0.13302063789868665,0.4118350008089736,qVal
AP5B1,0.1955645161290323,0.2904298181746513,qVal
AP5Z1,-0.30203888098624937,0.06959959456255736,qVal
APBB3,0.1074912891986063,0.5022073998092196,qVal
APC2,-0.1231707317073171,0.44159536179080805,qVal
APEH,-0.03140387350913666,0.8513077053648462,qVal
APEX1,0.13109243697478995,0.4513672161027109,qVal
APH1A,-0.18278805120910385,0.2777444872113417,qVal
APOE,-0.36547842401500935,0.020954550463108443,qVal
APOLD1,0.1204481792717087,0.4892053570317289,qVal
APP,-0.04516129032258065,0.8090514053128304,qVal
APPBP2,-0.015126050420168067,0.9326365305792667,qVal
APPL2,-0.22324046920821114,0.21850412997726013,qVal
APRT,-0.2289117575561138,0.14448526417919666,qVal
APTX,0.001209677419354839,0.9956785603745208,qVal
AQP11,-0.42613636363636365,0.014075796045864501,qVal
AQR,0.15212609970674487,0.4043080829109961,qVal
ARAF,0.24324324324324328,0.152489117431297,qVal
ARAP1,0.05540069686411151,0.7300703897162706,qVal
AREL1,0.016358463726884778,0.9236022921016465,qVal
ARF1,-0.23118466898954707,0.14554897210421322,qVal
ARF6,-0.001466275659824047,0.9944055741895942,qVal
ARFGAP1,0.012802275960170697,0.9402972071976755,qVal
ARFGAP2,-0.2621013133208255,0.10233695640770939,qVal
ARFGAP3,0.23422459893048125,0.181832209233761,qVal
ARFGEF1,0.23873873873873871,0.15435036259954862,qVal
ARFGEF2,0.25000000000000006,0.17443298460916132,qVal
ARFIP2,0.12532833020637896,0.4395883582417319,qVal
ARFRP1,-0.42157598499061905,0.007163004940974528,qVal
ARGLU1,0.12941176470588237,0.46420436826210687,qVal
ARHGAP1,-0.025057446110077687,0.8812175671094333,qVal
ARHGAP12,0.2690615835777126,0.13626374405940814,qVal
ARHGAP21,0.2734604105571848,0.1297876764797599,qVal
ARHGAP35,0.2830725462304409,0.0897496529638822,qVal
ARHGAP39,-0.3943714821763602,0.012306755650229071,qVal
ARHGAP4,0.08983268983268984,0.6011080397592263,qVal
ARHGAP45,-0.1574108818011257,0.33077608106357137,qVal
ARHGAP5,0.406827880512091,0.013027677637505349,qVal
ARHGDIA,-0.19342030629608623,0.21893104357340443,qVal
ARHGEF1,-0.12532833020637896,0.43958835824173237,qVal
ARHGEF11,0.4042016806722689,0.0166756623284115,qVal
ARHGEF12,0.04512032085561497,0.8027086540707876,qVal
ARHGEF18,-0.055713608345187286,0.7425624115114643,qVal
ARHGEF2,0.36285178236397747,0.021947759305998987,qVal
ARHGEF39,0.12258064516129033,0.5096739233096932,qVal
ARHGEF4,0.45215759849906184,0.003707678989336041,qVal
ARHGEF40,0.396358543417367,0.01907362504086302,qVal
ARID1A,0.21167247386759586,0.18341674086971324,qVal
ARID1B,-0.009919028340080972,0.9524647468534192,qVal
ARID4B,0.2748987854251012,0.09047436707027948,qVal
ARIH1,0.013967611336032389,0.9329009086331694,qVal
ARIH2,0.09649122807017543,0.568652457618364,qVal
ARL10,0.16218487394957987,0.35053108663730614,qVal
ARL14EP,0.39626099706744866,0.02551613813064097,qVal
ARL2,-0.15689149560117302,0.3895985780216876,qVal
ARL5A,0.5596774193548387,0.0012768195243526338,qVal
ARL5B,0.27712609970674484,0.12456872903109036,qVal
ARL6IP1,0.2681365576102418,0.10860005433793833,qVal
ARL6IP4,-0.33475580844001895,0.043409227600408086,qVal
ARL6IP6,0.10296010296010298,0.5487737843610334,qVal
ARL8A,0.07085561497326204,0.6942514435439067,qVal
ARL8B,0.45688502673796794,0.008074295579683755,qVal
ARL9,0.3566066545283985,0.04513158275343784,qVal
ARMC6,-0.267741935483871,0.14506561411278432,qVal
ARMC7,-0.304251012145749,0.06008600360326604,qVal
ARMC8,0.13233137829912023,0.46873331752388486,qVal
ARPC1A,0.10168855534709192,0.531075950418047,qVal
ARPC1B,-0.16041275797373356,0.3215443200981953,qVal
ARPC2,-0.08011257035647279,0.6220263187404693,qVal
ARPC4,-0.1202090592334495,0.45272230400450947,qVal
ARPC4-TTLL3,0.2869337979094077,0.06922786431132158,qVal
ARPC5L,-0.36060037523452154,0.022830352446815978,qVal
ARPP19,0.4812707444286391,0.002857052334873722,qVal
ARRDC1,-0.3475708502024291,0.03073174918588715,qVal
ARRDC2,0.2429812834224599,0.17250588371166561,qVal
ARVCF,0.017813765182186237,0.9143514274438673,qVal
ASAP1,0.2164532954006638,0.19748086645319074,qVal
ASB16,-0.068454427581554,0.7004773550582606,qVal
ASB6,0.19777327935222672,0.22662786351094094,qVal
ASCC2,0.0656158357771261,0.7204365980182782,qVal
ASCC3,0.20056899004267426,0.23302238829958147,qVal
ASH1L,0.10312944523470839,0.5422246723457758,qVal
ASL,0.16422136422136424,0.33717870587509857,qVal
ASPDH,0.01101388484422726,0.9484150223208907,qVal
ASPH,0.15778635778635783,0.35665614059967027,qVal
ASPHD1,-0.09619263938055922,0.5711556619162864,qVal
ASPSCR1,0.22975708502024292,0.15899721531635103,qVal
ASTN2,0.21242294926505453,0.20611189241411754,qVal
ASXL1,-0.06470588235294118,0.7110580596559974,qVal
ASXL2,-0.20025740025740027,0.24061052484192885,qVal
ATAD2,0.29065908013276437,0.08120498863821933,qVal
ATE1,0.02110004741583689,0.9013942113768351,qVal
ATE1-AS1,0.0474158368895211,0.7799428037699035,qVal
ATF2,-0.24352226720647774,0.13497234055771667,qVal
ATF4,0.29676113360323886,0.06692367039426761,qVal
ATF5,0.24893314366998578,0.13711195584768837,qVal
ATF7,-0.09843205574912894,0.5390782386991765,qVal
ATG10,0.08367729831144465,0.6065542876896611,qVal
ATG13,0.28262463343108507,0.11703747901469728,qVal
ATG16L1,0.23709677419354844,0.19831476943015058,qVal
ATG16L2,-0.08133848133848134,0.636088690876164,qVal
ATG2A,-0.05000000000000001,0.7889458536417013,qVal
ATG4D,-0.33305322128851544,0.05113630229337441,qVal
ATG5,0.27058823529411763,0.12159142972749236,qVal
ATG7,-0.11538461538461539,0.4828651602691714,qVal
ATG9A,-0.014935988620199146,0.9302767512622213,qVal
ATN1,-0.16637630662020908,0.2973738559322528,qVal
ATP13A1,0.10573731626363206,0.5320071522083881,qVal
ATP13A2,-0.09767662399241346,0.5638898120728084,qVal
ATP13A3,0.42689075630252105,0.011122239318912475,qVal
ATP1A1,0.2578947368421053,0.11290112836949233,qVal
ATP2A1,-0.14671814671814673,0.39172172000650696,qVal
ATP2A2,0.18554006968641118,0.24455625680528179,qVal
ATP4A,-0.5027485362200567,0.001518004822028151,qVal
ATP6V0A1,0.11596638655462185,0.5056165938229672,qVal
ATP6V0B,-0.00505226480836237,0.9753062855978537,qVal
ATP6V0C,-0.2951219512195122,0.06484674221154019,qVal
ATP6V0D1,-0.21370967741935482,0.2391985761527347,qVal
ATP6V1A,0.5302063789868667,5.240617263950969e-4,qVal
ATP6V1C2,-0.33024193548387104,0.07011270096701581,qVal
ATP6V1F,0.21492921492921496,0.20731945370452604,qVal
ATP8B2,0.025515660809778455,0.8861390350667238,qVal
ATP8B3,-0.11071597913703175,0.5127669135054763,qVal
ATP9B,0.5509355509355509,4.190077654240997e-4,qVal
ATPAF1,0.3732303732303733,0.025607573346114576,qVal
ATR,0.2608097784568373,0.1360621619207373,qVal
ATRIP,-0.05922090206078321,0.6366874420526906,qVal
ATRX,0.32711993888464475,0.05948730183307268,qVal
ATXN1,0.22359625668449198,0.21017658950930376,qVal
ATXN10,-0.16050260787102894,0.3413015683113696,qVal
ATXN1L,0.37937356760886176,0.02761041131764057,qVal
ATXN2,0.3500643500643501,0.03696965069954467,qVal
ATXN2L,-0.13114446529080673,0.41850939559375433,qVal
ATXN7,0.0597165991902834,0.717198553755593,qVal
ATXN7L3,-0.2855400696864112,0.07063592319221652,qVal
AUP1,0.21435605646131958,0.1955698490849617,qVal
AVIL,0.25685483870967746,0.16261958430806922,qVal
AVL9,0.38135026737967914,0.029272381629861146,qVal
AVPI1,0.11711711711711713,0.4948953669147023,qVal
AXL,0.17526895787347005,0.27304648304995915,qVal
AZI2,-0.18658357771260994,0.30520467480574864,qVal
AZIN1,0.07038123167155425,0.7009895971138147,qVal
B3GAT3,-0.033460656990068754,0.8508275115312014,qVal
B3GNT4,-0.13249299719887958,0.44651058338780664,qVal
B3GNT8,-0.29372939268638654,0.10274300204816192,qVal
B4GALT2,0.32369337979094087,0.03947675920845261,qVal
B4GALT3,0.16782496782496786,0.32656598078690474,qVal
B4GALT5,-0.1214574898785425,0.45998888190226034,qVal
B4GALT7,-0.39895470383275267,0.010237777102205884,qVal
B9D1,-0.1384542437174016,0.4123544372077068,qVal
BACE1,-0.021994134897360705,0.9051104790632776,qVal
BACH1,0.4058795637743006,0.013256605648083033,qVal
BAD,-0.12672064777327935,0.44064855721959667,qVal
BAG1,0.2336229946524064,0.19003387784480474,qVal
BAG2,-0.01570855614973262,0.9311892478989127,qVal
BAHCC1,-0.10700280112044819,0.5392589696413445,qVal
BAIAP2L1,-0.1550802139037433,0.37967456794864,qVal
BAIAP3,0.029691876750700286,0.8654464399285464,qVal
BANF1,-0.2683473389355743,0.11901495423045334,qVal
BANP,-0.05148968678380443,0.7718623101496661,qVal
BAP1,-0.28211068211068213,0.09566049164708167,qVal
BAX,-0.43696060037523443,0.005178637557606031,qVal
BAZ1B,0.43823175402122766,0.006348545682521331,qVal
BAZ2A,0.32270168855534703,0.042769544243116034,qVal
BBC3,-0.0548582995951417,0.7393958726388316,qVal
BBS1,0.04149797570850202,0.8014827923621636,qVal
BCAP31,-0.07989568515884304,0.6371987852362624,qVal
BCAR1,-0.36747273589378854,0.02588324363226553,qVal
BCAR3,0.4037433155080214,0.02052140834456631,qVal
BCAT1,0.3947947214076246,0.026103492522654412,qVal
BCAT2,-0.21526789947842578,0.19999239498296711,qVal
BCCIP,-0.023529411764705885,0.8933214343415837,qVal
BCKDHA,-0.22947214076246336,0.2056620670899611,qVal
BCKDK,-0.3532388663967611,0.027976984306646482,qVal
BCL10,0.559759739700251,7.063547706387886e-4,qVal
BCL2L1,0.43753501400560224,0.009118144146891008,qVal
BCL2L12,-0.44412955465587045,0.00498884066817202,qVal
BCL2L2,-0.024893314366998574,0.8836805750786332,qVal
BCL2L2-PABPN1,0.2982578397212544,0.0585987023157514,qVal
BCL7C,-0.1447192513368984,0.42011126009282496,qVal
BCLAF1,-0.006638217164532954,0.9692912125181534,qVal
BCOR,0.49488158899923607,0.0032715825111060666,qVal
BCR,0.46615737203972496,0.005925130173542703,qVal
BCS1L,-0.2459383753501401,0.15403342487040395,qVal
BEST1,0.10965250965250967,0.5229590396264203,qVal
BGLAP,-0.017310885001781334,0.9190016278476424,qVal
BICDL2,-0.12432085833257098,0.4327896462713352,qVal
BIN3,-0.3725790567895831,0.021845118042415998,qVal
BIRC6,0.023076923076923078,0.8890429953068486,qVal
BLCAP,0.03414634146341463,0.8339901485807043,qVal
BLOC1S2,-0.09249530956848029,0.5690201644371108,qVal
BLOC1S5-TXNDC5,-0.08184373566147174,0.6301197702886043,qVal
BMP1,0.22426470588235295,0.2087892064407901,qVal
BMP2K,0.22258064516129034,0.22782361061720766,qVal
BNIP2,0.5762463343108505,6.945194262571605e-4,qVal
BNIP3L,-0.08739495798319329,0.6164201872522013,qVal
BNIPL,0.1992484656888116,0.274269126480291,qVal
BOD1L1,0.11018711018711018,0.508791134099075,qVal
BOP1,-0.16168800379326692,0.3377102476276152,qVal
BORCS8,-0.195748987854251,0.23149142870243763,qVal
BORCS8-MEF2B,-0.16761133603238867,0.3065714612320699,qVal
BPTF,0.23299595141700405,0.15308071421341662,qVal
BRAT1,-0.10795454545454546,0.5484175432612706,qVal
BRCA1,0.3312741312741313,0.04897326278148507,qVal
BRD3,0.056085043988269793,0.7598463354591974,qVal
BRD4,-0.40222672064777326,0.011651762358163792,qVal
BRD7,0.10294117647058823,0.5672491691866781,qVal
BRD9,-0.11655052264808366,0.46667708290469107,qVal
BRF1,-0.32782258064516134,0.07228526061217448,qVal
BRF2,-0.1721194879089616,0.30026225106825244,qVal
BRI3,0.11202090592334496,0.48427067331010415,qVal
BRICD5,-0.05322128851540617,0.7607710767195591,qVal
BRMS1,-0.5058823529411764,0.0025731588113057343,qVal
BRPF3,-0.2250733137829912,0.21467089429011382,qVal
BRSK1,0.15175953079178886,0.40545266743225405,qVal
BRWD1,-0.09604105571847507,0.5997507365515188,qVal
BSCL2,-0.16370656370656372,0.33871210883344205,qVal
BSDC1,-0.05497185741088179,0.7354535841810521,qVal
BSG,-0.007282913165266107,0.9673359610847276,qVal
BSN,-0.18087318087318086,0.2760529302985308,qVal
BTAF1,0.5250668449197861,0.001970489676089218,qVal
BTBD19,0.5874493927125506,1.1398446676742546e-4,qVal
BTBD2,-0.18328044643834115,0.2696281238485696,qVal
BTF3,0.009919028340080972,0.9524647468534188,qVal
BTK,0.1514484883638922,0.40799617328614424,qVal
BUD31,0.1049348944085786,0.5293079027804326,qVal
BYSL,0.08178137651821862,0.6195047680793634,qVal
BZW1,0.542674253200569,6.319528468857215e-4,qVal
C11orf24,0.26709705657074073,0.10502960676229138,qVal
C11orf49,-0.19193245778611628,0.23455686522253483,qVal
C11orf58,-0.03529411764705882,0.8427169752121679,qVal
C11orf68,-0.37790422000948315,0.021730707209109953,qVal
C11orf80,-0.3644599303135889,0.01968571398878118,qVal
C11orf94,-0.01894934333958724,0.9076248630000469,qVal
C11orf95,0.1854251012145749,0.2574106783469193,qVal
C11orf98,-0.21232492997198882,0.21989140738941512,qVal
C12orf43,0.059017595307917885,0.7476509093601299,qVal
C12orf57,0.011819887429643525,0.9424760832833599,qVal
C15orf39,-0.23927125506072874,0.14208183296189492,qVal
C15orf40,0.011840411840411841,0.9456602466126545,qVal
C15orf62,-0.06442577030812326,0.7122575020928182,qVal
C16orf70,0.5286290322580646,0.002568057710510117,qVal
C16orf71,0.05590994371482176,0.7311001877463493,qVal
C16orf72,0.22270168855534705,0.1667363092707595,qVal
C16orf86,-0.14789915966386558,0.39502148650925395,qVal
C17orf107,0.008708938120702826,0.9614767961053282,qVal
C17orf49,-0.134024064171123,0.4555711194066869,qVal
C17orf67,-0.23350439882697946,0.19763911274924806,qVal
C19orf25,-0.35487804878048784,0.023351805470892606,qVal
C19orf33,0.4356502899250708,0.010014752120900462,qVal
C19orf38,0.012550607287449392,0.9397443719525236,qVal
C19orf44,0.29392712550607286,0.06966716303496699,qVal
C19orf48,0.0722672064777328,0.660955755804592,qVal
C19orf53,-0.5395922238027501,6.860730206462311e-4,qVal
C19orf54,-0.48221906116642954,0.002796601110360528,qVal
C19orf71,0.15891927406197168,0.32735015116091104,qVal
C19orf81,0.17285189866109552,0.3360805196804936,qVal
C1orf122,-0.36923076923076925,0.021291638650576268,qVal
C1orf167,0.10224089635854343,0.5575613098716228,qVal
C1orf35,-0.1712757830404889,0.33139816885981765,qVal
C1orf43,0.0910384068278805,0.5907967440883325,qVal
C1R,-0.10308123249299722,0.5543103749031028,qVal
C20orf144,-0.03304699900990642,0.8438557870908499,qVal
C22orf39,0.3905923344947736,0.012065504295214283,qVal
C22orf46,0.4532587012973384,0.0042659756171828465,qVal
C2CD3,0.08024193548387099,0.6667955113550981,qVal
C2orf42,0.04993564993564994,0.7718297728863504,qVal
C2orf68,0.23973607038123168,0.18567752412304378,qVal
C2orf81,0.6163101604278075,1.8321427469133235e-4,qVal
C3,-0.26949806949806954,0.11194108042040334,qVal
C3orf62,-0.32995951417004044,0.040763856721203265,qVal
C5orf15,-0.11169354838709677,0.5482370622673861,qVal
C6orf89,0.06860198624904507,0.6989538932113634,qVal
C7orf26,0.05927419354838711,0.7507958863414562,qVal
C7orf50,0.35294117647058826,0.044597410289235695,qVal
C8G,-0.1457394807524792,0.3894140375725712,qVal
C8orf58,0.4112044817927172,0.014754859328685994,qVal
C8orf82,-0.11763602251407128,0.46835350263872505,qVal
C9orf116,-0.2292555713608345,0.1717688880919144,qVal
C9orf16,0.025740025740025745,0.8815046820534829,qVal
C9orf24,0.14981349002438193,0.4211640572634432,qVal
C9orf43,0.06537966537966539,0.7039273079721633,qVal
CA14,0.29803921568627456,0.08232686863688207,qVal
CA5BP1,-0.06975806451612904,0.7083691599515768,qVal
CA9,0.24210793219467225,0.1488181916334595,qVal
CAB39,-0.2116119174942704,0.22866686864795663,qVal
CABIN1,0.07736076157128788,0.6432531306345229,qVal
CABLES2,-0.15159474671669793,0.34913070197486673,qVal
CACFD1,0.028958944281524925,0.875020424009105,qVal
CACNA1C,-0.05057851295562,0.7729302874159942,qVal
CACNB1,-0.13929313929313927,0.40283747663845726,qVal
CACNB3,0.17321369952948898,0.29716338243884294,qVal
CACTIN,-0.3320091673032849,0.05561676672957912,qVal
CACUL1,0.20934091986723566,0.2128884897330288,qVal
CAD,0.30581550802139035,0.08380258249221187,qVal
CALCOCO2,0.0985485103132162,0.5779069915199134,qVal
CALD1,0.49948508349648474,0.0019258856746058794,qVal
CALHM2,0.1901892548279964,0.2738068321524354,qVal
CALM1,0.01502932551319648,0.935332328616419,qVal
CALM2,0.20191637630662027,0.2048057062559357,qVal
CALM3,-0.15701936754568332,0.3451469849159271,qVal
CALML4,-0.2070028011204482,0.23187964849523918,qVal
CALR,0.18367729831144464,0.2555910200830995,qVal
CALU,0.365546218487395,0.0314840739707192,qVal
CAMK1,0.17425997425997428,0.3081429424928616,qVal
CAMK2G,-0.06177606177606178,0.7195902901006695,qVal
CAMKK1,0.3887955182072829,0.021654358847034566,qVal
CAMSAP1,0.5292149292149293,0.0010685207038952432,qVal
CAMSAP2,0.2840909090909091,0.11508842140967142,qVal
CAMTA1,0.23989703989703995,0.15834649057588812,qVal
CAMTA2,0.11567944250871083,0.47003347142214846,qVal
CAND1,0.31306340718105424,0.07182364033831175,qVal
CAND2,-0.03745851114272167,0.8254510447622958,qVal
